hue_deg,max_chroma,a,b,L,R,G,B,a_smooth,b_smooth,L_smooth,hex_smooth
181.089932641,137.189549885,-137.164728158,-2.60958750464,47.8008412527,0.0,0.58460657917,0.452467240404,-137.098399125,-2.52880654873,49.1207528848,#009977
182.058634507,133.45885881,-133.372722964,-4.79413849225,52.0201463516,0.0,0.632981738548,0.508862846573,-133.562633519,-4.79731259593,50.780033788,#009E7F
183.014280955,130.467197226,-130.286690511,-6.86059965485,52.1311744848,0.0,0.633284301656,0.524117705252,-130.23438722,-6.93365807207,51.4184463344,#009F84
184.025608652,127.439203735,-127.124782239,-8.94652945585,52.2375630574,0.0,0.633448115942,0.53945989645,-127.065927911,-8.95904401208,51.908591589,#00A189
185.096377362,124.386581607,-123.894842136,-11.0494242388,52.3395520339,0.0,0.633474370791,0.554877919152,-123.928621945,-10.9502075157,51.6788506012,#00A08C
186.011579817,121.729691492,-121.060269393,-12.7486848441,48.4842237087,0.0,0.587842064306,0.527582507624,-121.014026808,-12.851758811,51.3897045501,#009E8E
187.047502271,119.24368451,-118.342771309,-14.6302691168,51.5397508389,0.0,0.622116603519,0.571219251173,-118.199887403,-14.6601040268,51.5573712509,#009F92
188.213072503,116.206485934,-115.014633074,-16.6006491437,54.4759339152,0.0,0.654572965826,0.614863582821,-115.401236261,-16.4252806129,52.3183564478,#00A197
189.089324238,114.293270597,-112.858119573,-18.0553745535,53.593981277,0.0,0.643473168743,0.615759496215,-112.732621889,-18.1111836345,53.2328861252,#00A39C
190.00901084,112.275440578,-110.566656807,-19.5138145836,52.7075667946,0.0,0.632283141067,0.616604089297,-110.17469461,-19.7165652558,54.3196697698,#00A6A2
191.248127308,109.571547847,-107.466859901,-21.3728360485,55.5743696113,0.0,0.663624381293,0.659279381542,-107.78560342,-21.2195860585,55.2885478163,#00A8A7
192.228506072,107.732229699,-105.287853709,-22.8188776542,54.7028569403,0.0,0.652577590418,0.660141738689,-105.442047655,-22.6749044097,55.1257232775,#00A8A9
193.052727924,106.054893976,-103.31471499,-23.9522483872,56.5702900954,0.0,0.672840528078,0.68767521,-103.232855011,-24.0745036351,55.4567592774,#00A8AD
194.088621629,104.305285657,-101.16782185,-25.3902429732,55.7070809551,0.0,0.661859489991,0.68853097947,-100.945505668,-25.4942434779,55.6701156116,#00A9B0
195.180284081,102.47499577,-98.8993007633,-26.8338045506,54.8388507419,0.0,0.650773886061,0.689346279567,-98.8743407317,-26.8309062663,54.9968576515,#00A6B0
196.333086393,100.568467638,-96.5098316546,-28.2819567396,53.9660814915,0.0,0.639588733873,0.690119409877,-96.8280961873,-28.1222132634,54.5763293594,#00A5B1
197.126820758,99.4052162897,-94.9971184857,-29.273614485,55.8280065642,0.0,0.65976116881,0.71679460899,-94.7540107684,-29.4017285583,55.3580535854,#00A7B6
198.341125568,97.6085686087,-92.6500393324,-30.714864114,54.9627509854,0.0,0.648629110608,0.71756846876,-92.8322588872,-30.5929044643,55.8562982948,#00A8B9
199.087185502,96.5897996364,-91.2794926347,-31.5854969592,56.7957345364,0.0,0.66843510164,0.743278929899,-91.0512587765,-31.6676623077,57.0673347081,#00ABBE
200.147682489,94.9875396571,-89.175055261,-32.7176131359,59.4548115981,0.0,0.697007713004,0.779971672648,-89.3953891576,-32.7121085535,57.4005352469,#00ACC1
201.047433994,94.023311281,-87.7503976218,-33.7675995808,57.7435091154,0.0,0.676835343553,0.768784372556,-87.7016408644,-33.7559669488,57.8507126053,#00ADC4
202.047123259,92.8137164237,-86.0267545792,-34.839395129,55.9890986003,0.0,0.656053299413,0.757301018181,-85.9844173543,-34.8426608681,57.5977830266,#00ACC6
203.004470366,91.68504329,-84.3937319831,-35.8307851583,58.6678302722,0.0,0.684932137294,0.793332164587,-84.3141374674,-35.8731757415,57.6812269209,#00ACC8
204.082332781,90.5394771593,-82.6589249607,-36.9445401734,56.9385817935,0.0,0.664418311778,0.782319373612,-82.6050736876,-36.9462926472,58.4318445274,#00AECC
205.19883014,89.2318425535,-80.7401608059,-37.9914221704,60.4181015427,0.0,0.701881009434,0.827773183276,-80.9899195848,-37.9276450052,58.6648693422,#00AECE
206.096413901,88.4915973893,-79.4703311798,-38.9259459832,57.8701031135,0.0,0.672560148533,0.806402549681,-79.3279308501,-38.9158838028,59.3575876443,#00B0D2
207.0093169,87.4234194418,-77.888382143,-39.7020678813,61.2814476081,0.0,0.709354182218,0.849445951517,-77.9935450369,-39.7461345588,59.4470950594,#00B0D4
208.045232195,86.6843181282,-76.505558836,-40.7562323645,58.778909334,0.0,0.680478665376,0.829289068928,-76.4418975042,-40.687409848,58.852096959,#00AED4
209.002503781,85.6515814974,-74.9107464564,-41.5279842799,55.2704740909,0.0,0.640452423551,0.796224000303,-74.9363796138,-41.5762397536,58.3421055254,#00ACD4
210.041872107,84.9527855082,-73.5402087204,-42.530147742,60.5069109143,0.0,0.697346003068,0.860968957678,-73.4373156892,-42.5491056533,56.8964845,#00A8D1
211.105130393,84.0416740322,-71.9582318618,-43.4167691274,56.2100947957,0.0,0.648634543899,0.819762440763,-71.7283401028,-43.5846791344,56.8917638004,#00A7D3
212.998750297,82.6470705798,-69.3146473994,-45.0113089269,56.2474257134,0.0,0.647013516029,0.831380596934,-70.0555259284,-44.6583319484,56.9595861941,#00A7D5
213.162991173,82.6770734288,-69.2104518145,-45.2262294513,58.0087053712,0.0,0.666300586335,0.852370501541,-68.4268585719,-45.6090356613,58.9233030532,#00ACDD
214.952373471,81.5524225878,-66.8426931214,-46.721001768,59.7463656857,0.0,0.683470732731,0.882301590838,-67.0169396791,-46.4477475984,60.3951049628,#00B0E2
215.874787087,80.5888056492,-65.3010765145,-47.2263168373,64.5745719956,0.0,0.735271341277,0.940176917417,-65.7695652351,-47.1654810803,61.9794385166,#00B4E8
216.35212621,80.6295003646,-64.9381409377,-47.7928256185,62.2288632143,0.0,0.709124160706,0.917783190774,-64.7004757739,-47.8206270618,63.5640234755,#00B9EE
217.126504234,79.9217535141,-63.721998328,-48.2389221879,64.586801935,0.0,0.733960262222,0.947618882708,-63.6834073366,-48.4543995502,63.0999036192,#00B7EE
218.159430672,79.7427627815,-62.7013014954,-49.2692095208,60.6225922481,0.0,0.689510386587,0.910280808672,-62.4994541955,-49.2322026304,62.2601285451,#00B4ED
219.244901362,79.1497815592,-61.2974647629,-50.0730340054,62.2608771239,0.0,0.706193875779,0.934500624687,-61.4784817504,-49.9490180879,61.2362439336,#00B1EB
220.140191777,78.7422658917,-60.1960506865,-50.7619928639,58.9713026716,0.0,0.669231401991,0.902379102096,-60.1517269221,-50.8301076757,60.4448974745,#00AFEA
221.277190305,78.291407588,-58.8380928484,-51.6490399917,60.6587088806,0.0,0.686414776296,0.927702072102,-58.8154255997,-51.646816855,60.2689775676,#00AEEB
222.38720362,77.8377328996,-57.4914103351,-52.4733303748,61.4874536835,0.0,0.694201473571,0.942979102653,-57.6193037856,-52.41195724,59.9545241454,#00ADEC
223.147419823,77.5267775754,-56.5632676949,-53.0188456013,59.8495950185,0.0,0.675492032001,0.928363879806,-56.456399191,-53.0871930548,60.7702397134,#00AFF0
224.232182015,77.1629706626,-55.2887275864,-53.8263935571,60.6894252491,0.0,0.683424377614,0.943643211793,-55.3990442739,-53.7536538696,61.4154249439,#00B0F3
225.079732027,76.8894331427,-54.2933277424,-54.4446461248,61.5127792924,0.0,0.691417351818,0.957423460922,-54.252261711,-54.4509584492,61.8685199099,#00B1F5
226.035396981,76.5532194552,-53.1443039987,-55.1006203364,63.113317664,0.0,0.707683302109,0.980382770348,-53.1121688552,-55.1409957861,61.7501185287,#00B1F6
227.031444857,76.2796921107,-51.9920000398,-55.815977644,63.1206458328,0.0,0.70660388878,0.985633324493,-51.8515346371,-55.9104401682,61.9788763097,#00B1F8
228.269638595,75.9819170681,-50.5755326657,-56.704208106,60.7265560188,0.0,0.679231226326,0.964715553857,-50.6007755624,-56.6709188034,62.3094073748,#00B2FB
229.493063743,75.7020867829,-49.1715409217,-57.5583660876,60.7368152274,0.0,0.677932102381,0.970970679712,-49.4236976141,-57.3902136342,62.2121950704,#00B1FC
230.173957182,75.5324341605,-48.3754154295,-58.0083424366,63.9179234167,0.0,0.711512111375,1.0,-48.2641754399,-58.1088970393,62.4299658753,#00B1FE
231.31042968,75.37198611,-47.1150724193,-58.8311672593,63.1491419017,0.0,0.701866424595,1.0,-47.1759761495,-58.7864674217,62.6918366237,#00B2FF
232.000664602,75.2650910015,-46.3371290011,-59.3102385714,63.1533296148,0.0,0.701085232334,1.0,-46.1251026318,-59.4352414807,63.0385701912,#00B2FF
233.205989014,75.1126613568,-44.9879696105,-60.1497671352,62.3740295894,0.0,0.691239620846,1.0,-45.0347715349,-60.1110977722,63.2076125504,#00B3FF
234.183014272,74.9969988926,-43.8881008622,-60.8143440778,63.1658962564,0.0,0.698579279481,1.0,-43.9738805156,-60.7673712202,62.857205421,#00B1FF
235.120456474,74.9178316833,-42.8419879882,-61.4593001046,62.3854875798,0.0,0.689041489768,1.0,-42.9196608472,-61.4162165179,62.7192315615,#00B1FF
236.078151128,74.8493262749,-41.7705333535,-62.1099362998,63.1762078293,0.0,0.696356756339,1.0,-41.79064479,-62.0975991953,62.9288136748,#00B1FF
237.08962932,74.802157218,-40.6419878669,-62.7980218374,63.1816641193,0.0,0.695152428055,1.0,-40.5684104943,-62.8457525681,62.8826888838,#00B0FF
238.021258779,74.7758323142,-39.601622643,-63.4282002135,62.4016332409,0.0,0.685618799203,1.0,-39.2820706718,-63.61830116,62.6612449304,#00AFFF
239.70714596,74.7755655556,-37.7182860477,-64.5655953413,62.4108887643,0.0,0.683575466371,1.0,-37.9193322495,-64.4390976834,62.287328129,#00AEFF
240.964435981,74.7872142901,-36.2981547927,-65.3878534586,61.6218220267,0.0,0.673517522942,1.0,-36.5751369502,-65.2281300621,61.8807019283,#00ADFF
241.728546019,74.8260246849,-35.4413074598,-65.9002860061,61.6261089562,0.0,0.672569847381,1.0,-35.2711909445,-65.9926952189,61.3869664602,#00ABFF
242.941344322,74.8606394563,-34.0542857512,-66.6664905464,60.8259851486,0.0,0.662437577316,1.0,-34.0647739071,-66.675235171,60.9964981,#00A9FF
243.815028998,74.9424104237,-33.0698735552,-67.2513817193,60.830973253,0.0,0.661333131281,1.0,-32.9367392452,-67.3132077415,60.6599122221,#00A8FF
244.965686697,74.9959850725,-31.7353727114,-67.9504517708,60.0197274879,0.0,0.651150122509,1.0,-31.8743147875,-67.8971858734,60.2303730272,#00A7FF
245.963289713,75.1339613942,-30.60370657,-68.6186949669,60.025541451,0.0,0.649860868505,1.0,-30.588380045,-68.588061724,59.7823502134,#00A5FF
246.869034646,75.1715691377,-29.5299613006,-69.1284759864,59.2021762554,0.0,0.639869219913,1.0,-29.4197307899,-69.2204583333,59.3696374665,#00A4FF
247.987443809,75.3747683587,-28.2511998837,-69.8800787797,59.208806329,0.0,0.63839133005,1.0,-28.2932321694,-69.8151090411,59.0009099037,#00A2FF
248.951185652,75.4371349053,-27.0942429927,-70.4035746207,58.3752595009,0.0,0.628201616892,1.0,-27.1777690956,-70.418091116,58.6800489828,#00A1FF
249.981101498,75.6714840461,-25.9046247287,-71.0993946205,58.3815201374,0.0,0.626805100047,1.0,-26.0951967144,-70.9859325902,58.3798451303,#00A0FF
250.426884781,75.779758505,-25.3869384877,-71.400806391,58.3842925522,0.0,0.626191843159,1.0,-24.9508946748,-71.5959112253,58.0817634742,#009FFF
251.980163928,76.0319925979,-23.520210737,-72.3025835313,57.5441042007,0.0,0.615051776279,1.0,-23.7955978068,-72.1985627096,57.7912465459,#009EFF
252.730513943,76.2523036883,-22.636743544,-72.8147763816,57.548879648,0.0,0.613986132485,1.0,-22.466034007,-72.8501051858,57.3085682598,#009CFF
253.953691548,76.4498450363,-21.131822069,-73.4712522155,56.701628312,0.0,0.603224671747,1.0,-21.188639815,-73.4959989706,56.9416809903,#009AFF
254.992395032,76.8088185314,-19.8894324747,-74.188982201,56.7084305957,0.0,0.601698493688,1.0,-19.9156758816,-74.1043029699,56.4574710662,#0099FF
255.982333662,76.9551508028,-18.640158275,-74.6635100606,55.8551641052,0.0,0.591204444794,1.0,-18.7179063469,-74.7151046677,56.166096618,#0098FF
256.975211725,77.3491506183,-17.4323777779,-75.3591620599,55.8618715254,0.0,0.589694414133,1.0,-17.6352497899,-75.2402530106,55.8604727766,#0096FF
257.403783309,77.5264635184,-16.9068781292,-75.660491788,55.8648417515,0.0,0.589031113115,1.0,-16.40712878,-75.855769656,55.5567332408,#0095FF
258.939743188,77.9536742706,-14.9547300897,-76.5057604382,55.0114248748,0.0,0.577598733933,1.0,-15.2321966812,-76.4287081713,55.2625158165,#0094FF
259.755485376,78.3391947462,-13.932573666,-77.0902900794,55.0172631942,0.0,0.576280999132,1.0,-13.8129287397,-77.0703587404,54.7730737013,#0092FF
260.912243879,78.6374428862,-12.4205526946,-77.6503528288,54.1577690275,0.0,0.565365857834,1.0,-12.4508656781,-77.7159375203,54.4019011266,#0091FF
261.997492806,79.2162406306,-11.0282025165,-78.4448311165,54.1658387293,0.0,0.563532028864,1.0,-11.080617128,-78.3197314832,53.9113345947,#008FFF
262.927093052,79.4269061588,-9.78001175289,-78.8224891263,53.3017379509,0.0,0.552928029485,1.0,-9.80182139523,-78.937598655,53.6166690933,#008EFF
263.9838903,80.054780039,-8.39038828505,-79.6138756217,53.3099370012,0.0,0.551058870924,1.0,-8.63829887652,-79.4707084822,53.3083037251,#008DFF
264.441222243,80.3366207572,-7.78195494369,-79.9588257289,53.3135830852,0.0,0.550230976531,1.0,-7.30547925682,-80.1064053347,53.0016116641,#008BFF
265.895567687,80.935447307,-5.79292263903,-80.7278680388,52.4513132536,0.0,0.538572562357,1.0,-5.98088065922,-80.7079604906,52.6658416253,#008AFF
266.75602325,81.5262534285,-4.61339383367,-81.39561779,52.4584837471,0.0,0.536927361763,1.0,-4.54255364043,-81.360268853,52.2834160702,#0088FF
267.950200982,82.0122162267,-2.9334220353,-81.9597379545,51.5923787208,0.0,0.525650015153,1.0,-3.03946943115,-82.0096415341,51.8475416668,#0087FF
268.995203904,82.809641226,-1.45215825704,-82.7969076498,51.6015568293,0.0,0.523527521233,1.0,-1.51818660783,-82.6587851688,51.3767175689,#0085FF
269.912435625,83.1321711011,-0.127049738414,-83.1320740169,50.7320795352,0.0,0.512726048369,1.0,-0.0355793708235,-83.2945582491,50.9573039564,#0083FF
270.969370277,84.0184833278,1.42141595255,-84.0064587838,50.7418526091,0.0,0.510449290063,1.0,1.44159248595,-83.8866458805,50.4853861409,#0081FF
271.974638451,84.4572000946,2.91015191274,-84.4070474762,49.8732850907,0.0,0.49938581763,1.0,2.92247000921,-84.5042278867,50.0495040927,#0080FF
272.959555609,85.3653794979,4.40750186171,-85.2515216531,49.8829640775,0.0,0.497120089122,1.0,4.40344032459,-85.1332736453,49.6665537682,#007EFF
273.972207841,85.8623460895,5.94790645027,-85.656084926,49.0159242004,0.0,0.485960247219,1.0,5.87432733613,-85.7874792398,49.3320279938,#007DFF
274.966770958,86.8683457094,7.5208857963,-86.5421617659,49.0263426959,0.0,0.483506038074,1.0,7.40786529488,-86.4764582662,49.0254185904,#007BFF
275.612739481,87.5461638705,8.56238095033,-87.1264393907,49.0333050299,0.0,0.481853921807,1.0,8.89735909786,-87.1455952349,48.718481319,#007AFF
276.988701193,88.5418969362,10.7732121983,-87.8840452641,48.1686917472,0.0,0.469523686338,1.0,10.5227539731,-87.8612731724,48.3842266176,#0078FF
277.6947444,89.3562524449,11.9643808363,-88.5516427979,48.1768511151,0.0,0.467566179003,1.0,12.1159374138,-88.536925949,48.0014149228,#0077FF
278.945138335,90.3083062748,14.0419180173,-89.2099474309,47.3106303403,0.0,0.455356755434,1.0,13.8788342858,-89.264048893,47.5666643543,#0075FF
279.7156449,91.2824532364,15.4046921265,-89.9732278478,47.320202882,0.0,0.453032483601,1.0,15.579010761,-89.913150006,47.0565439934,#0073FF
280.93660427,92.3017726578,17.5117455333,-90.6253607118,46.454783284,0.0,0.440673342914,1.0,17.3327691568,-90.6855320331,46.7102139711,#0071FF
281.669837535,93.3175841552,18.8755129916,-91.3886564179,46.4646199153,0.0,0.438251546795,1.0,19.0262415829,-91.3638028622,46.2894678078,#006FFF
282.944603171,94.5302711179,21.1756194755,-92.1279832486,45.6023703849,0.0,0.425432460856,1.0,20.9025056697,-92.0978510799,45.8200840579,#006DFF
283.553201074,95.4537464971,22.3694080943,-92.7956211351,45.6112235965,0.0,0.423217547462,1.0,22.7864280953,-92.8512589335,45.2925506187,#006BFF
284.9757681,97.039162777,25.0759391935,-93.7432471489,44.7548216516,0.0,0.409482998394,1.0,24.8210856362,-93.5904562043,44.7101856242,#0068FF
285.881753674,97.8400414277,26.7742140219,-94.1053408159,43.8942966282,0.0,0.397626348578,1.0,26.9018967263,-94.4118015514,44.2863751554,#0066FF
286.998251751,99.8148699279,29.1801311222,-95.4543252368,43.9130131063,0.0,0.39278863353,1.0,29.0539133257,-95.2049697764,43.713191963,#0064FF
287.980751793,100.875430956,31.1399907905,-95.9487026704,43.0592660364,0.0,0.380256331102,1.0,31.146040725,-95.9912327637,43.2406419701,#0061FF
288.999269391,102.394206207,33.3350581911,-96.8160490832,43.1487235024,0.0,0.375836257106,1.0,33.3588977987,-96.8343768806,42.7920011893,#005FFF
289.963838749,104.038579063,35.521580383,-97.7867233342,42.2306240414,0.0,0.362330711266,1.0,35.504989564,-97.7261024818,42.2949994312,#005DFF
290.943314655,105.296462998,37.6376036963,-98.3400015656,41.3897786616,0.0,0.349152591648,1.0,37.7900051474,-98.5734510606,41.7079811608,#005AFF
291.993325809,107.356840975,40.2049851819,-99.5442136477,41.4616902608,0.0,0.343228795633,1.0,40.067620474,-99.3689113803,41.124691138,#0057FF
292.987157202,109.170713665,42.6338698459,-100.501730653,40.5805428639,0.0,0.328748824442,1.0,42.517834608,-100.316742929,40.6422911963,#0054FF
293.935470029,110.62165187,44.8800332945,-101.108518306,39.75602241,0.0,0.314706956662,1.0,45.0354196037,-101.257768832,40.1014427908,#0051FF
294.99692487,112.535957511,47.5542766403,-101.994767053,39.9201442048,0.0,0.307880333475,1.0,47.6577811974,-102.26623633,39.6062228939,#004EFF
295.995714182,115.119646313,50.4573915916,-103.472627303,38.9967949482,0.0,0.290999896675,1.0,50.3417633761,-103.296333,38.9441848118,#004AFF
296.993317584,117.239352388,53.2133685106,-104.467234864,38.1692712921,0.0,0.274323041529,1.0,53.123273413,-104.309864944,38.1941431755,#0046FF
297.970684962,119.255806966,55.9333283609,-105.325259428,37.3771571402,0.0,0.257250818206,1.0,56.0072467453,-105.370202667,37.4679551232,#0042FF
298.985858281,121.543895323,58.8994098653,-106.319226897,36.5979855882,0.0,0.23856635053,1.0,58.9103274902,-106.378536718,36.6216803148,#003DFF
299.989708359,123.96473505,61.9630828059,-107.367741455,35.8312989149,0.0,0.218419602381,1.0,61.9366666369,-107.348706046,35.747567793,#0038FF
300.997349423,126.590541182,65.1939287832,-108.512288551,35.0786219313,0.0,0.196012485319,1.0,65.1894932881,-108.516703973,35.1095427706,#0032FF
301.949853112,129.200197151,68.3697502039,-109.627862339,34.3380350616,0.0,0.171595199931,1.0,68.5040953535,-109.731329434,34.3754856539,#002CFF
302.983659675,132.381457331,72.0684429111,-111.044989898,33.6161398655,0.0,0.140460214254,1.0,72.0061376755,-111.065814612,33.6732067326,#0024FF
303.998420444,135.753617163,75.9093566225,-112.546941984,32.9085774663,0.0,0.100166385853,1.0,75.6902150991,-112.37530101,32.8564718755,#001AFF
304.873064328,138.7114802,79.3097097057,-113.801778042,32.2092247355,0.0,0.0441910519663,1.0,79.4720344455,-113.671825658,31.977906188,#0009FF
305.956000054,141.599067216,83.1418462903,-114.619933833,30.8085554784,0.0,0.0,1.0,83.3770347682,-114.980951372,31.0494991238,#0000FF
306.999485276,146.102280353,87.9254989973,-116.683259083,30.1624708547,0.0,0.0,1.0,87.5266226319,-116.337613728,30.0448366845,#0000FF
307.973524417,149.030527846,91.6980785398,-117.480043506,28.826023544,0.0,0.0,1.0,91.7936488719,-117.790648477,29.0747317664,#0000FF
308.841756447,153.214120739,96.0915477993,-119.335582436,28.2099884644,0.0,0.0,1.0,96.3368543434,-119.291462377,28.0259231221,#0000FF
309.925771443,157.690310721,101.204795395,-120.929001833,26.9572456005,0.0,0.0,1.0,101.032319204,-120.812250948,26.9381958027,#0000FF
310.918037671,161.974254036,106.08969227,-122.395409082,25.7361473227,0.0739700740695,0.0,1.0,105.913022781,-122.293599616,25.7450532353,#1200FF
311.840052992,166.09953436,110.797265321,-123.745793109,24.5299887978,0.12885676632,0.0,1.0,111.006833787,-123.726298966,24.4086127255,#2100FF
312.997309075,170.813331416,116.488544611,-124.930433297,22.7209381355,0.173781162929,0.0,1.0,116.369078099,-125.213008771,23.0206135343,#2C00FF
313.88583669,175.601375226,121.731033209,-126.559861469,21.5553643576,0.204929864677,0.0,1.0,121.856267097,-126.582852028,21.4901122019,#3400FF
314.959075523,180.608368652,127.618151049,-127.800588222,19.789559606,0.234276160337,0.0,0.992395086994,127.568040638,-127.677331315,19.7166314755,#3C00FD
315.912800708,184.860028844,132.78158629,-128.616797529,18.0722036946,0.256360476535,0.0,0.97792243583,132.706962706,-128.0830148,17.8632998492,#4200F8
316.999810024,188.869852998,138.130239021,-128.809388009,15.8581609355,0.276409807714,0.0,0.953363209341,138.33774673,-129.02568162,16.9713269128,#4C00F7
317.963216046,191.754307462,142.41881768,-128.400135517,13.7347303846,0.290478826446,0.0,0.925824779961,143.067742441,-129.485281228,13.2504953318,#4600ED
318.787522492,192.534780443,144.838417667,-126.852175574,11.6356092642,0.296897637576,0.0,0.890944001438,145.354617743,-127.971161027,9.79663963596,#4000E0
319.164096408,192.290316808,145.484055921,-125.737645161,10.5903271436,0.297845694912,0.0,0.871333463126,144.637984926,-124.159275689,8.66802129587,#4500D6
320.017344195,189.916645654,145.521538443,-122.032020985,7.98725905623,0.294115543222,0.0,0.81661135153,141.465924033,-118.243376677,10.3497433431,#5600D1
321.002435905,172.98746565,134.441138519,-108.858823922,6.48173311803,0.304943971095,0.0,0.712962443011,136.874173162,-111.034923718,14.7789374678,#6D00D1
322.094985706,164.432274083,129.742050178,-101.019667271,28.1842704947,0.623166950474,0.0,0.907955925008,132.336159966,-103.635292998,20.9922950714,#8700D7
323.005430901,161.390851016,128.901670467,-97.1152209611,30.4489380176,0.666703171971,0.0,0.907642654398,128.910640471,-97.0386095102,27.66828754,#A100DF
324.052207229,158.294152553,128.147385991,-92.9262406228,32.8787078092,0.712399935977,0.0,0.907250944176,127.101701024,-91.9590876428,33.9918025552,#B900E9
325.035578007,155.784474881,127.666631317,-89.2750461332,36.4280007129,0.770027529751,0.0,0.923367380209,126.832204913,-88.5830991018,38.3661168215,#CA00F0
326.026583972,153.219127406,127.064152959,-85.6201029891,39.2120463218,0.816209266563,0.0,0.930544531746,127.286249168,-85.856309985,39.9671594273,#D300F0
327.048412912,150.496588771,126.286273159,-81.8596386711,42.0234997306,0.861290326078,0.0,0.937223376807,126.515742194,-82.0733331628,40.7713611813,#D800EC
328.011233463,147.988316245,125.516582894,-78.3972522699,44.0321612227,0.894534843097,0.0,0.936608665265,125.59327112,-78.2416219262,43.0766140329,#E100EC
329.108988651,145.434473789,124.803933455,-74.6670232447,42.7039458728,0.886315861098,0.0,0.895878769425,124.762056553,-74.6911473584,44.2202554943,#E700E9
330.142117161,142.852571806,123.89074207,-71.1192048659,44.7623199137,0.918575723488,0.0,0.895171266931,123.815834983,-71.1605989577,44.5673238289,#E900E4
331.184265503,140.16076979,122.805271141,-67.5566929925,46.0300921382,0.939516574923,0.0,0.885288608967,122.79748478,-67.7644788106,44.9911326932,#EC00DF
332.015326246,137.638964688,121.545272986,-64.585069598,44.2471400111,0.918937362996,0.0,0.844920288247,121.697556678,-64.4519615114,45.5388629197,#EF00DB
333.031865431,135.402026242,120.678257747,-61.4041270399,47.9079152507,0.969422156722,0.0,0.864607809665,120.518144813,-61.1993651226,46.7237664371,#F300D9
334.087043868,132.582551862,119.252567289,-57.9392634848,46.1726527931,0.949287723776,0.0,0.821628258153,119.339537631,-58.1054061387,48.0001583796,#F800D7
335.042363054,130.351588243,118.179358571,-55.0015978436,49.8082237799,0.997187226044,0.0,0.842390916437,118.17323788,-55.0155310826,48.5984567607,#FA00D3
336.065338666,128.013187131,117.005166211,-51.934258052,49.6574243789,0.996790513797,0.0,0.819899489679,117.005040206,-51.9958180521,49.4089064148,#FD00D0
337.018516658,125.827747337,115.840934996,-49.1273831925,50.2781605359,1.0,0.0,0.807796916842,115.836778941,-49.0274143921,49.6534041064,#FE00CC
338.005704212,123.742245172,114.736426226,-46.3432383089,48.6943383002,0.986069686591,0.0,0.771570036793,114.68144921,-46.2433510271,49.670764759,#FF00C7
339.117400279,121.478036475,113.498480725,-43.3013650916,49.3333920137,0.994610571187,0.0,0.758193105911,113.576852712,-43.5072439953,50.124161709,#FF00C4
340.013755964,119.678836322,112.471143488,-40.9055710862,50.7239252834,1.0,0.0,0.757330505752,112.451945535,-40.8314237041,49.8217555696,#FF00BE
341.056405874,117.796670211,111.416641037,-38.2411769282,49.9219570499,1.0,0.0,0.730791451685,111.386196027,-38.2429753511,50.203707112,#FF00BB
342.004788202,116.036254917,110.36003256,-35.8479520823,51.3110785307,1.0,0.0,0.729856770787,110.359184962,-35.745099142,50.1464825823,#FF00B7
343.094688807,114.278900184,109.340524071,-33.2312627356,49.0768112832,0.991020637793,0.0,0.688428774226,109.380796349,-33.3566177251,49.9935323877,#FF00B2
344.020278309,112.818602645,108.459200479,-31.0586370332,49.0334408347,0.990176764903,0.0,0.67362954971,108.467922158,-31.085218067,49.6239852887,#FE00AD
345.08606955,111.287001938,107.538136075,-28.6416844812,50.4364271545,1.0,0.0,0.672623386157,107.519369929,-28.6630245439,49.4702176513,#FE00A9
346.021625405,109.918979989,106.663945589,-26.5515512387,48.9539759291,0.988394692069,0.0,0.643177826618,106.631667106,-26.3787933025,49.5521505917,#FE00A5
347.150872935,108.501243343,105.784267371,-24.1289988136,50.3602888267,1.0,0.0,0.642109581364,105.754905758,-24.0494248693,50.0357988186,#FF00A3
348.265219702,107.135059415,104.895886544,-21.7893079722,50.3254891907,1.0,0.0,0.626408140727,104.928448183,-21.8998188932,50.5212364336,#FF00A0
349.437940563,105.795078354,104.002586413,-19.3922825705,50.2927318279,1.0,0.0,0.610400816098,104.119291609,-19.7468749378,50.6010062007,#FF009D
350.036962323,105.119298788,103.534054665,-18.1869871693,50.9924882262,1.0,0.0,0.60980165504,103.398778409,-17.8215753972,50.4779321309,#FF009A
351.287346991,103.847027326,102.648680272,-15.7306555091,50.9623284367,1.0,0.0,0.593462979226,102.708053434,-15.8891571767,50.1672844711,#FF0096
352.034483177,103.078473747,102.083936558,-14.2843147194,48.7928418268,0.983572558573,0.0,0.561788300465,102.021715396,-13.9728498401,49.9822574682,#FF0092
353.328689273,102.007111512,101.316415715,-11.8505149912,50.205935802,1.0,0.0,0.560517157564,101.383327606,-12.1392662236,49.9845424027,#FF008F
354.082258993,101.362477281,100.822310644,-10.4505251927,49.4753318502,0.991616173816,0.0,0.544050502332,100.752978286,-10.3015073366,50.0837009376,#FF008C
355.411343341,100.328958955,100.007378215,-8.02647541865,50.8828749095,1.0,0.0,0.542682844438,100.135454109,-8.46361277721,50.2905782599,#FF008A
356.078837249,99.7795160258,99.5459410267,-6.82330150691,51.5815307584,1.0,0.0,0.541964162989,99.5317764358,-6.62209211137,50.5310837874,#FF0087
357.049756723,99.2055666025,99.0740803095,-5.10598234988,49.4295810653,0.989683648984,0.0,0.509296072365,98.9460172674,-4.77894268176,50.6868520969,#FF0085
